Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
METABOLIC PROCESS%GOBP%GO:0008152,-0.3452516390628934,-0.9478069079575683,0.5607476635514018,0.660522406002059,1866,93,237877;235682;75894;229227;60599;114741;75763;328099;98403;20926;72836;546849;15497;195434;106248;19054;75801;12484;67008;13088;57775;320997;50709;12352;235674;237300;11685;22239;320581;16619;329993;436523;394430;214766;101488143;114671;15122;627085;544763;67373;631304;237636;217698;13035;100042295;69117;16622;70861;353371;219033;328780;171281;230890;72082;100041294;114228;74264;13648;72303;13118;216635;74854;15495;16613;244595;381944;100040208;22183;53973;546049;240755;100502936;70902;83996;18011;109359;27366;13532;381196;71007;14381;76976;105387;69499;69942;171210;66381;56550;50708;66167;66268;68195;107197,69942;171210;66381;56550;50708;66167;66268;68195;107197
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006357,0.39824371548149695,0.9404333215223133,0.48314606741573035,0.667085676888153,502,28,114741;242109;240064;242466;56744;98403;15248;620419;20926;22061;50709;18991;22062;22654;11924;240063;27274;100041294;235956;105590;105594;52668;20555;278672;654801;94187;78321;50708,114741;242109;240064;242466;56744;98403;15248;620419;20926
NITROGEN COMPOUND METABOLIC PROCESS%GOBP%GO:0006807,-0.3991876790611283,-1.0957635196118325,0.29914529914529914,0.6674206158475157,1483,63,237877;235682;75894;114741;75763;328099;98403;20926;72836;195434;106248;19054;75801;67008;57775;320997;50709;237300;22239;16619;436523;214766;114671;67373;237636;217698;13035;100042295;16622;219033;328780;171281;100041294;114228;74264;13648;16613;381944;100040208;22183;546049;240755;100502936;83996;18011;109359;27366;13532;381196;71007;14381;76976;105387;69499;69942;171210;66381;56550;50708;66167;66268;68195;107197,69942;171210;66381;56550;50708;66167;66268;68195;107197
CELLULAR PROCESS%GOBP%GO:0009987,0.3068475822995549,0.9416910285607205,0.5853658536585366,0.6691877990529815,3926,246,215257;240328;237877;240327;235682;75894;229227;226691;60599;76131;26888;399568;320640;241950;114741;75763;328099;242466;56744;258571;15950;102443351;258335;98403;69810;12095;15248;244556;20926;72836;319146;436440;320832;213438;67102;624845;217304;22061;331493;258548;15497;258336;258513;195434;230622;623781;106248;258323;19054;75801;19695;258974;257936;245195;78459;623121;12484;22296;625029;243958;14468;100041379;13088;57775;116746;244234;320997;50709;18991;246735;22062;22446;195564;18343;258543;235674;210108;237300;546980;66786;239081;11685;93711;258729;259008;259051;22239;69677;218921;258554;241514;320581;22654;545652;11924;258438;22445;331416;54448;18317;243864;74562;258765;71886;258861;16415;394430;71406;54388;214766;101488143;114671;78081;69325;258443;15122;18373;57270;544763;258824;258450;631304;237636;257941;217698;13035;258503;100505386;259015;18829;258304;100042295;69117;17071;57253;113853;353371;230623;329918;320769;432867;78478;219033;258364;328780;21432;171281;258807;74556;72082;20755;100041294;20756;195208;74264;258831;435791;72303;78617;13118;216635;74854;107970;15495;83457;494124;74673;100039065;258508;381944;100039030;80978;20709;22183;69582;387514;545649;546049;258853;105594;259097;52668;20763;546272;20555;240755;100502936;70902;271278;665433;100043216;258454;668208;83996;18011;258478;100042109;69165;627081;257662;27412;68723;100503710;27084;230613;20765;244810;258019;654801;65020;109359;21957;27366;545645;13532;243529;258247;100041546;170639;381196;71007;94187;14381;574437;27083;270210;399591;22441;76976;50780;105387;69499;99889;353310;69942;171210;66381;56550;246196;14325;50708;66167;66268;68195;107197;70691,215257;240328;237877;240327;235682;75894;229227;226691;60599;76131;26888;399568;320640
IMMUNE SYSTEM DEVELOPMENT%GOBP%GO:0002520,-0.5035672960864819,-1.0619771036299086,0.4051724137931034,0.6717757996832783,191,22,237877;399568;319146;12484;243958;100041379;244234;546980;218921;545652;214766;15122;18829;435791;20709;545649;668208;68723;654801;545645;14381;70691,70691
REGULATION OF LOCALIZATION%GOBP%GO:0032879,0.41777248520243193,0.9267526075715051,0.5125,0.6867193379629488,688,23,60599;668101;69810;20926;72836;320832;170942;75311;73244;244202;243958;22654;18829;77424;78478;69582;52668;170779;69165;170639;14381;399591;353310,60599;668101;69810;20926;72836;320832;170942;75311;73244
REGULATION OF PROTEIN METABOLIC PROCESS%GOBP%GO:0051246,0.39010794758892947,0.920828569476403,0.5647058823529412,0.6913586104724384,650,36,382551;98403;20706;20926;319146;628900;22061;238393;271047;12484;238395;93806;22062;238568;383548;545652;20248;78242;18829;20726;21432;20704;435791;74673;97848;20709;545649;546049;20555;668208;18011;69165;20707;65020;545645;14381,382551;98403;20706;20926;319146;628900;22061;238393;271047;12484;238395;93806;22062
NEGATIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051346,0.47280978279221075,0.9168887293261334,0.5542168674698795,0.6927692695708222,96,15,20706;628900;238393;271047;238395;93806;238568;383548;20248;78242;20726;20704;97848;20709;20707,20706;628900;238393;271047;238395;93806;238568;383548
POSITIVE REGULATION OF RNA BIOSYNTHETIC PROCESS%GOBP%GO:1902680,0.3999771628632903,0.8938166835015723,0.6,0.7335319879001309,378,19,60599;114741;242109;242466;56744;20926;22061;50709;18991;22062;11924;245595;54388;100041294;107970;105590;243529;94187;50708,60599;114741;242109;242466;56744;20926
NEGATIVE REGULATION OF PROTEIN METABOLIC PROCESS%GOBP%GO:0051248,0.4160824660910188,0.8902931072255447,0.6265060240963856,0.7339282147751903,260,21,98403;20706;20926;628900;238393;271047;238395;93806;22062;238568;383548;20248;78242;20726;20704;97848;20709;546049;20555;20707;14381,98403;20706;20926;628900;238393;271047;238395;93806;22062;238568;383548
NERVOUS SYSTEM PROCESS%GOBP%GO:0050877,0.35372176586588533,0.8847362600000633,0.6219512195121951,0.7396889678260576,806,46,233865;258571;258335;258548;258336;258513;258323;258974;257936;18343;258543;66786;258729;259008;259051;258554;258438;18317;258765;258861;258443;18373;57270;258824;258450;257941;258503;259015;258304;57253;113853;258364;258807;195208;258831;258508;387514;258853;259097;258454;258478;113863;257662;258019;258247;170639,233865;258571;258335;258548;258336;258513;258323;258974;257936;18343;258543;66786;258729;259008;259051
NUCLEIC ACID METABOLIC PROCESS%GOBP%GO:0090304,0.41884446976530765,0.8670193033872887,0.618421052631579,0.7719858361873804,475,17,237877;235682;114741;20926;72836;195434;106248;75801;219033;100041294;74264;22183;381196;69499;69942;66381;68195,237877;235682
CELLULAR COMPONENT ORGANIZATION%GOBP%GO:0016043,-0.35243657022514996,-0.8763377985686475,0.62,0.772406697111158,1238,44,60599;241950;114741;242466;56744;20926;72836;22061;623781;75801;78459;12484;50709;22062;210108;93711;22239;22654;11924;74562;71886;54388;214766;69325;78478;100041294;195208;78617;107970;494124;69582;271278;665433;83996;18011;109359;21957;243529;381196;399591;99889;353310;50708;107197,50708;107197
CELLULAR COMPONENT ORGANIZATION OR BIOGENESIS%GOBP%GO:0071840,-0.3356395118638246,-0.8450245552471433,0.7452830188679245,0.7847542877966215,1315,48,60599;241950;114741;242466;56744;20926;72836;22061;195434;623781;75801;78459;12484;50709;22062;210108;93711;22239;22654;11924;74562;19428;71886;54388;214766;75471;69325;78478;100041294;195208;78617;107970;494124;69582;271278;665433;83996;18011;109359;21957;243529;381196;399591;69499;99889;353310;50708;107197,69499;99889;353310;50708;107197
POSITIVE REGULATION OF RNA METABOLIC PROCESS%GOBP%GO:0051254,0.3997755406972022,0.8561922020005209,0.7012987012987013,0.7876272447584922,397,20,60599;114741;242109;242466;56744;20926;22061;50709;18991;22062;11924;245595;54388;76572;100041294;107970;105590;243529;94187;50708,60599;114741;242109;242466;56744;20926
CELLULAR NITROGEN COMPOUND METABOLIC PROCESS%GOBP%GO:0034641,-0.3679267392790845,-0.8493655377283861,0.6909090909090909,0.7917306168776447,773,29,237877;235682;75894;114741;328099;20926;72836;195434;106248;75801;320997;217698;100042295;219033;171281;100041294;74264;22183;546049;381196;14381;76976;69499;69942;171210;66381;66167;68195;107197,69942;171210;66381;66167;68195;107197
POSITIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION%GOBP%GO:1903508,0.3999771628632903,0.8444127926282156,0.7176470588235294,0.7949472602085624,377,19,60599;114741;242109;242466;56744;20926;22061;50709;18991;22062;11924;245595;54388;100041294;107970;105590;243529;94187;50708,60599;114741;242109;242466;56744;20926
G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007186,0.3149076890934142,0.8458868064958494,0.618421052631579,0.7980358871331211,761,52,56744;258571;258335;436440;213438;331493;258548;258336;258513;258323;258974;257936;22296;18343;258543;66786;258729;259008;259051;258554;258438;18317;258765;258861;258443;18373;57270;258824;258450;257941;258503;259015;18829;258304;57253;113853;258364;258807;258831;258508;80978;387514;258853;259097;258454;258478;257662;100503710;258019;258247;170639;50780,56744;258571;258335;436440;213438;331493;258548;258336;258513;258323;258974;257936;22296;18343;258543;66786;258729;259008;259051
